-6944,3232,-13684,-109,-610,5560,-14256,-2248,-8796,2668,2004,-1219,3492,-15504,1472,113,2110,652
-6792,2996,-13092,-1668,693,2642,-13564,-2324,-7628,387,2116,-2894,5384,-18904,2712,-647,-1050,-195
-8668,2268,-15840,-885,690,2256,-16132,-2304,-8828,-147,534,574,4628,-16312,660,-826,2384,-349
-7688,2604,-14492,-340,212,2361,-15208,-2948,-9792,-5510,330,-376,4024,-17260,1128,-2426,2801,-51
-7384,2944,-14032,404,10,3164,-15020,-3048,-9832,-797,1406,-194,3828,-18036,1172,-1000,1411,-7
-8148,4180,-13740,2631,536,4448,-12160,-3680,-11916,-117,893,4222,-1324,-16292,3136,-3052,7537,-768
-7700,4828,-13152,2075,1591,2615,-11844,-4672,-11600,1782,-1314,4242,476,-16252,2592,-3181,2251,-1373
-8240,4836,-13732,-812,3320,1370,-11536,-1968,-10712,4163,-2291,1066,2452,-17120,2148,-2667,903,-2765
-8440,4228,-14380,-4129,3488,1194,-12724,-2484,-10612,72,-413,-1640,1988,-18172,2764,-823,2177,-2358
-8076,2852,-14692,-4675,2979,3622,-14484,-2744,-10200,450,-48,-1886,3668,-21164,3188,1657,905,-1549
-6588,3588,-14776,-2486,2505,4726,-14480,-2108,-11608,-1219,-352,-2712,5000,-14916,1192,6528,-911,-846
-5256,5148,-14732,-4139,2183,2561,-16256,-2744,-10264,-4104,29,-3777,9108,-24392,2964,2206,-5391,-591
-6504,4708,-20940,57,-1047,-1388,-18892,-3848,-14712,-5215,-283,2186,4268,-12952,-232,6091,-172,-838
-264,4612,-11252,4374,-2371,3849,-10848,-4752,-8024,-4860,-4990,1440,4160,-13000,244,-1083,-5834,2287
-2040,4040,-12668,-831,504,1504,-11836,-2340,-9840,2848,-537,900,8032,-15772,376,-3401,-4982,-860
-6792,2996,-13092,-1668,693,2642,-13564,-2324,-7628,387,2116,-2894,5384,-18904,2712,-647,-1050,-195
-8668,2268,-15840,-885,690,2256,-16132,-2304,-8828,-147,534,574,4628,-16312,660,-826,2384,-349
-7688,2604,-14492,-340,212,2361,-15208,-2948,-9792,-5510,330,-376,4024,-17260,1128,-2426,2801,-51
-7384,2944,-14032,404,10,3164,-15020,-3048,-9832,-797,1406,-194,3828,-18036,1172,-1000,1411,-7
-7524,3400,-13516,387,663,579,-14564,-1996,-10368,2959,1575,336,3604,-17044,1028,601,1841,382
-7368,3264,-12820,791,970,-1378,-13872,-1348,-9804,1826,-623,290,3172,-16540,752,-867,2950,36
-8312,3684,-13320,1266,834,-2430,-14108,-1692,-10612,-581,-747,-400,1600,-16420,1028,-686,1921,945
-7344,3792,-12440,726,759,-2419,-12384,-2548,-10144,-2769,-2995,-93,1924,-15544,276,67,-2912,1254
-8444,3648,-14404,-3447,1402,-5050,-14368,-2948,-10132,-5560,-3319,-1655,4716,-25188,1876,929,-10088,256
-8544,3192,-16216,-1886,595,-6989,-15304,-4628,-10988,-10502,-3627,-827,6652,-18588,-1808,8417,-3547,1502
-4948,2288,-14624,190,-805,-5808,-14808,-5380,-11804,-8945,-4706,741,3792,-12500,-1312,2816,-104,1333
-3348,3816,-11808,2303,-765,-3457,-11644,-4100,-9308,-2912,-3281,-1337,6568,-16068,2168,-1511,1,1453
-5688,4508,-14972,3150,-1019,-5254,-13704,-2520,-9016,4831,2160,-2655,6952,-16216,-228,2732,2849,-765
-5644,5236,-15244,5275,-1998,-4315,-14368,-2228,-9840,3764,4358,-850,4232,-14388,780,1846,3801,963
-5360,4792,-14712,3610,-1684,-833,-14680,-2292,-9376,4186,2765,2199,5032,-17708,220,-4361,4818,876
-7680,5024,-16124,554,-97,1581,-16212,-1692,-10232,3705,1972,3746,4412,-19488,2636,-1282,3608,1019
-11120,3716,-19564,-3234,242,-1045,-20688,-1828,-11168,1632,2441,4909,2484,-24772,5756,149,-1533,-608
-10828,2032,-17812,-2060,764,989,-16820,-2112,-11796,-2029,-348,4340,4228,-17108,4944,918,-5170,755
-6468,-804,-12912,-5042,1135,4297,-11820,-2060,-8756,-1279,-984,-258,5128,-13680,1960,-1029,2159,-2081
-8332,-1408,-13320,-1084,2276,9188,-14340,-1672,-9268,9478,7072,779,2112,-19364,5748,-5711,7150,-3516
-10824,1212,-13352,-1944,2477,2783,-13876,-1564,-11072,6391,5640,1154,60,-15636,3404,-1065,2895,-74
-9340,-1396,-12296,-2921,1424,251,-11588,-944,-8800,1021,1364,-3094,1228,-15292,2660,-1879,-3021,-1410
-8980,-452,-11568,-2696,1672,1063,-11996,-1848,-9284,-3353,600,-5345,948,-16720,2948,519,-6263,-1781
-9504,-160,-12420,-4123,1232,-3369,-12280,-2332,-8592,-4551,203,-3996,-280,-17952,2876,2704,-10584,19
-10004,-8,-14284,-4137,2560,-5935,-13712,-2488,-9156,-6542,-2227,-4666,1364,-15940,496,3702,-14057,440
-8840,428,-13796,-3926,3690,-8929,-14780,-2604,-8528,-9276,-3294,-7060,3724,-18836,2696,4379,-19092,51
-10080,1100,-17020,-1613,3411,-9170,-21420,-2876,-10568,-8237,-1187,-6609,10024,-19072,3004,5581,-17472,-230
-7632,2292,-15504,373,2054,-9631,-19496,-632,-9516,-19483,577,-11775,12124,-17392,6248,5405,-11545,113
-5292,1428,-14048,-1931,882,-11010,-18800,-3084,-6908,-10360,-354,-10229,11264,-13828,8240,6300,-4385,913
-4236,520,-12940,-63,-1373,-2625,-18796,-592,-6544,-39,-543,-2692,8320,-11828,7028,1208,-834,3045
-5468,1832,-12968,-1112,-1059,1585,-18000,-108,-5296,1494,2690,-575,7840,-12624,7200,-1786,-1148,2909
-6512,1616,-13468,-5604,-154,-899,-17140,292,-6092,8716,2383,2555,10744,-13604,5948,-2195,1166,2709
-6176,100,-13936,-4251,-2659,2384,-16736,716,-6256,5365,3905,3369,8996,-14120,6940,-2365,4142,2485
-6280,1656,-13936,1641,-4906,10873,-16368,-1136,-6676,6630,4487,5108,8696,-15860,7248,-2207,6517,2150
-8468,2104,-16152,415,-3848,8709,-17580,-1860,-8108,11892,5372,8467,7332,-18840,3768,-2134,12049,269
-2040,4040,-12668,-831,504,1504,-11836,-2340,-9840,2848,-537,900,8032,-15772,376,-3401,-4982,-860
-4516,5668,-13868,2267,96,-3873,-14864,-3720,-11820,-6174,-1646,1953,7360,-16472,516,-299,-841,-617
-3960,5284,-12828,3079,-1145,-9550,-14252,-4552,-11104,-2667,-2001,4818,4544,-17016,1208,-2118,-191,1026
-4524,3364,-13416,6057,-1983,-5803,-13976,-3072,-10728,3135,-1590,5182,3652,-17152,984,-2555,-1332,1884
-6108,5700,-14392,6767,-2143,-4039,-13256,-2132,-10180,1635,-1066,1616,5440,-16548,568,1587,-5162,887
-6596,6028,-14728,668,-1553,-8600,-13424,-1368,-10316,-1703,-1269,-1466,5856,-20556,1284,4900,-7605,-372
-7248,4532,-16320,1014,-2337,-6685,-15492,-2044,-12244,-6552,-1826,-1290,3088,-17676,396,8297,1026,1494
-6352,5556,-13784,5095,-3031,-553,-14004,-1900,-11616,-4909,-3342,-2807,3132,-16508,-636,3727,-427,2397
-7824,7232,-16692,7286,-2515,-421,-14548,-704,-12796,1377,-1312,-3469,2604,-15816,-420,-806,120,-373
-6976,8636,-14316,1757,-1523,-6665,-11660,68,-11920,-448,-1188,-5208,5328,-15772,-508,-2227,815,-841
-5780,4980,-13772,-1844,-878,-5115,-11968,-440,-10768,1577,1218,-3001,2856,-15944,-80,-2182,5514,-1279
-6928,4476,-15424,3277,-378,2779,-15108,-960,-11632,2534,1511,615,1144,-24140,5108,-2280,1409,-325
-6968,6036,-15484,3507,-124,4420,-13668,-1712,-11832,-358,-385,1965,2460,-13868,2252,2760,-2692,1290
-5452,4624,-12496,-6646,2115,2920,-12396,-1416,-8216,-1051,1473,-1601,7716,-20256,4484,737,-8554,-600
-8168,2536,-17600,-9181,3055,4891,-16784,-1952,-11988,-4979,2079,-1435,5956,-15440,1956,1998,3709,-1037
-6468,2324,-14144,-7535,1911,6030,-16224,-4592,-9900,-6529,-10,-522,5324,-16356,1904,-165,2565,399
-6028,2088,-13244,-3919,759,7511,-15264,-2624,-9460,7307,3455,375,5680,-15660,2280,-1793,5023,265
-5512,3356,-12368,-1330,-55,5697,-15164,-1332,-9340,10787,4547,-829,6012,-15812,3432,1018,4680,72
-5496,4272,-12880,-769,-1375,3412,-15692,-788,-10204,4411,4459,-2140,5932,-15280,1172,-2215,6249,1016
-7280,5100,-15212,613,-1993,3690,-16256,-1252,-10660,1303,3382,327,5264,-17420,924,-5753,7935,849
-7984,6252,-15708,571,-3131,2542,-14852,-1476,-9944,4247,2872,3843,3496,-20704,2712,-4799,3820,972
-8392,4492,-17004,448,-2823,1571,-14624,-1292,-12292,1510,1401,6176,3064,-18296,3656,-963,2329,1012
-6388,3496,-13924,-745,-1897,2755,-12196,-3628,-11100,560,21,5923,1680,-15892,3708,-617,3610,763
-6864,2712,-12852,-1084,-149,4065,-11444,-2884,-10440,3449,841,2638,1348,-18528,4248,-1747,1851,-130
-10400,3708,-15360,-1053,1670,-25,-13404,-2356,-12000,-302,1842,29,2012,-16288,2464,665,181,-341
-9344,2784,-13320,-3322,1686,-5169,-11856,-2996,-10300,-316,313,-886,1540,-16784,2272,365,-2821,-471
-8500,1160,-13004,-1317,741,-2672,-12152,-2352,-9884,-225,-126,-1438,1392,-17052,2464,1069,-4855,-507
-8536,2744,-13212,1395,902,-1726,-12552,-2304,-10452,-3894,-1908,-1968,1584,-15940,1636,2670,-7033,178
-7968,3016,-12584,2000,879,-4336,-12672,-1660,-10564,-6060,-2279,-2714,2176,-15884,1048,545,-7774,124
-7944,3720,-13952,3803,1183,-5600,-13308,-1428,-10652,-6648,-2898,-4089,2588,-17848,2384,308,-8487,-915
-8844,4796,-14396,3741,2254,-9971,-13648,-876,-10284,-6797,-3172,-4439,3680,-16660,1664,2490,-8790,-1180
-9056,4076,-14184,1857,2489,-12766,-15644,-916,-9988,-7840,-3150,-5353,3552,-18028,3200,1320,-10969,-814
-10432,3660,-16352,2525,1271,-10363,-19424,-884,-11328,-5890,-2921,-3227,7604,-20852,5840,2215,-11902,-765
-8168,3304,-13908,-22,-75,-8548,-16320,-316,-8616,-11743,-3133,-6037,6076,-14748,5812,7846,-10343,536
-6376,900,-13668,-3283,-773,-3325,-17464,-480,-5936,-11497,-610,-8904,9856,-16816,4840,3651,-6581,-272
-6892,940,-13936,-3679,298,-1670,-17888,-1560,-7276,-9062,-2164,-5306,7004,-13396,5448,2468,-3865,775
-5728,32,-13644,-4809,1178,-4462,-16528,-980,-5684,-2532,-2617,-3564,10260,-13644,6556,952,-1304,-145
-5444,-140,-13804,-824,-896,524,-17020,-172,-5800,2066,1002,-1190,9924,-12880,4984,-961,2383,-139
-5704,948,-14416,2549,-2799,6867,-17892,-356,-6908,8039,3661,4128,8732,-14580,4820,-5435,6247,374
-6616,1972,-14484,2835,-2309,8240,-16988,64,-7696,9419,5116,6285,6812,-16188,5768,-4747,7017,1275
-7644,1108,-13856,2087,-792,9561,-17208,-736,-7712,10353,5181,6982,5820,-16188,5528,-2950,7318,1614
-8672,1744,-13216,-776,-1806,9149,-15536,-420,-7960,12936,3656,7874,5348,-15860,4984,-2385,7281,1655
-8792,1004,-12552,-3057,-930,7024,-15064,-20,-7412,12117,3949,7056,5980,-18232,4996,-1248,7087,1336
-10584,812,-14852,-2569,-1255,5190,-16404,-668,-9616,8439,3921,6591,4156,-18328,3544,680,10426,1019
-9980,956,-13824,-303,-1907,5733,-14948,-1572,-9728,4290,2203,5908,1336,-17612,3196,2436,11662,1438
-11540,2492,-15820,3754,-1954,6943,-16648,-1816,-10756,5531,499,6229,1888,-20860,2576,535,6794,-716
-10432,3660,-16352,2525,1271,-10363,-19424,-884,-11328,-5890,-2921,-3227,7604,-20852,5840,2215,-11902,-765
-8168,3304,-13908,-22,-75,-8548,-16320,-316,-8616,-11743,-3133,-6037,6076,-14748,5812,7846,-10343,536
-6376,900,-13668,-3283,-773,-3325,-17464,-480,-5936,-11497,-610,-8904,9856,-16816,4840,3651,-6581,-272
